OfferDetails,Products
"Save $1.00 on ONE Gain Liquid Fabric Softener 48 ld OR Gain Fireworks In Wash Scent Boosters 5.7 oz OR Gain Dryer Sheets 105 ct OR 120 ct (excludes Gain Flings, Gain Detergent and trial/travel size).","['gain liquid fabric softener', 'gain fireworks', 'scent boosters', 'gain dryer sheets', 'gain flings', 'gain detergent']"
"Save $0.50 on ONE (1) Pine-Sol® Product, 40 oz. or Larger",['pine-sol® product']
"Save $1.00 on any ONE (1) BENADRYL® 20ct, 24ct or 4oz product (excludes topical, trial  &  travel sizes)","['benadryl® 20ct', '4oz product']"
"Save $0.55 on any ONE (1) OFF!® Product(Excludes Club Packs, Twin Packs, 2 oz. and 2.5oz. OFF!® Products)","['® product', '® products']"
Save $1.00 on TWO (2) Reese's Standard or King Size bars,"[""reese 's""]"
$2.00 OFF Glacier Ice Auto AC Refrigerant 12 oz. - When you clip the Family Dollar Smart Coupon.,"['glacier ice auto ac refrigerant', 'family dollar smart coupon']"
Save $2.00 On Flintstones Vitamins When you Buy Any ONE (1) 60 CT-200CT or Flintstones Complete Chewable Vitamins 150ct,"['flintstones vitamins', 'complete chewable vitamins 150ct']"
"Save $3.99 on Matzoh When you Buy ONE (1) 5-lb. pkg., Horowitz, Osem, Streits, ShopRite, Aviv, Yehuda or Manischewitz, $50.00 Minimum Purchase Required",['minimum purchase']
"Save $2.00 on Bronkaid product When you buy any ONE (1) Bronkaid® product, any variety or size","['bronkaid product', 'bronkaid® product']"
"Save $5.00 on ORAL CARE when you buy THREE (3) Adult Crest Toothpaste 3 oz or more, Crest Mouthwash 473 ml (16 oz) or larger, Oral-B Manual Toothbrush, Oral-B Glide Floss, OR Fixodent Adhesive (excludes 4.6 oz Crest Cavity, Baking Soda, Tartar Control/Protection pastes, Kids variants, Indicator, Cavity Defense, &amp; Healthy Clean brushes, and trial/travel size).","['oral care', 'adult crest toothpaste', 'crest mouthwash', 'manual toothbrush', 'oral-b glide floss', 'fixodent adhesive', 'oz crest cavity', 'tartar control/protection pastes', 'kids variants', 'cavity defense', 'clean brushes']"
"Save $3.00 on HEAD &amp; SHOULDERS when you buy TWO (2) Head &amp; Shoulders Products (excludes Royal Oils, Men's Styling &amp; trial/travel size).","['shoulders products', 'royal oils', ""men 's styling""]"
Save $3.00 on Always Discreet when you buy ONE (1) Always DISCREET Boutique Product (excludes other Always Products and trial/travel size).,['discreet boutique product']
"Save $2.00 on Tide Antibacterial Spray when you buy ONE (1) Tide Antibacterial Spray. Excludes Tide Stain Pen, Tide Rescue, Tide Laundry Detergent, Tide PODS and trial/travel size.","['tide antibacterial spray', 'tide antibacterial spray', 'tide stain pen', 'tide rescue', 'tide laundry detergent', 'tide pods']"
Save $4.00 on OLAY when you buy ONE (1) Olay Serums (excludes trial/travel size).,['olay serums']
Save $2.00 on Pampers Easy Ups OR UnderJams Training Underwear when you buy ONE (1) Bag Pampers Easy Ups Training Underwear OR UnderJams Absorbent Night Wear. Excludes trial/travel size.,"['easy ups', 'underjams training underwear', 'bag pampers', 'easy ups training underwear', 'underjams absorbent night']"
Save $2.00 on Gillette Razor Group when you buy ONE (1) Venus Razor (excludes disposables).,"['gillette razor group', 'venus razor']"
"Save $1.00 on OLD SPICE when you buy TWO (2) Old Spice Anti-Perspirant/Deodorant, Body Wash OR Bar Soap (excludes twin packs, High Endurance, Body Spray and Invisible Spray and trial/travel size).","['high endurance', 'body spray', 'invisible spray']"
"Save $1.50 on Pampers Swaddlers, Cruisers OR Baby Dry Diapers when you buy ONE (1) BAG Pampers Swaddlers, Cruisers OR Baby Dry Diapers. Excludes Overnights, 360 FIT and trial/travel size.","['pampers swaddlers', 'baby dry diapers', 'bag pampers swaddlers', 'baby dry diapers']"
"Save $2.00 on 2 Aussie Products when you buy TWO (2) Aussie Shampoo, Conditioner, OR Styling Products. Excludes Masks, trial/travel size.","['aussie products', 'aussie shampoo', 'styling products']"
Save $0.75 on Burt's Bees Kids Toothpaste when you buy ONE (1) Burt's Bees Kids Toothpaste. Excludes trial/travel size.,"[""burt 's bees kids toothpaste"", ""burt 's bees kids toothpaste""]"
"Save $2.00 on Tampax when you buy ONE (1) Tampax Pearl, Radiant OR PURE Tampons (14 ct or higher).","['tampax pearl', 'pure tampons']"
Save $5.00 on Oral-B Vitality OR Pro 500 Rechargeable Electric Toothbrush when you buy ONE (1) Oral-B Vitality OR Pro 500 Rechargeable Electric Toothbrush.,"['oral-b vitality', 'rechargeable electric toothbrush', 'oral-b vitality', 'rechargeable electric toothbrush']"
"Save $2.00 on TIDE Laundry Detergent when you buy ONE (1) Tide Laundry Detergent (40 oz OR 37 oz). Excludes Tide Purclean Laundry Detergent, Studio by Tide Laundry Detergent, Tide PODS, Tide Rescue, Tide Simply, Tide Simply PODS, Tide Detergent 10 oz and trial/travel size.","['tide laundry detergent', 'tide laundry detergent', 'tide purclean laundry detergent', 'tide laundry detergent', 'tide pods', 'tide rescue', 'tide detergent']"
Save $3.00 on GILLETTE when you buy ONE (1) Gillette Disposable 2 ct or larger (excludes Sensor 2 ct and Venus Products).,['venus products']
Save $1.00 on Burt's Bees Adult Toothpaste when you buy ONE (1) Burt's Bees Adult Toothpaste. Excludes trial/travel size.,"[""burt 's bees adult toothpaste"", ""burt 's bees adult toothpaste""]"
"Save $2.00 on Tide when you buy ONE (1) Studio by Tide Laundry Detergent (excludes Tide Purclean Laundry Detergent, Tide PODS, Tide Rescue, Tide Simply Laundry Detergent, Tide Simply PODS, Tide Detergent and trial/travel size).","['tide laundry detergent', 'tide purclean laundry detergent', 'tide pods', 'tide rescue', 'laundry detergent', 'tide detergent']"
"Save $1.00 on Olay Bar/BW/InShwr BdyLtn when you buy ONE (1) Olay Bar (4 ct or larger) Body Wash, Rinse Off Body Conditioner OR Hand and Body Lotion (excludes trial/travel size).","['olay bar/bw/inshwr bdyltn', 'body conditioner', 'body lotion']"
"Save $4.00 on OLAY wen you buy ONE (1) Olay Facial Moisturizer (excludes Serums, Complete, Active Hydrating and trial/travel size).","['olay wen', 'olay facial moisturizer']"
Save $2.00 on BOUNCE ONE Bounce/Downy Sheets 105 ct TO 120 ct OR Bounce/Downy Wrinkle Guard Sheets 60 ct OR Bounce Rapid Touch-up 3 in 1 Spray OR Downy Wrinkle Releaser Spray (excludes Downy Libre Enjuague and trial/travel size).,"['bounce/downy sheets', 'bounce/downy wrinkle guard sheets', 'rapid touch-up', 'downy wrinkle releaser spray', 'downy libre enjuague']"
"Save $4.00 on Pantene when you buy THREE (3) Pantene Products including Gold Series Collection (excludes Single Count Intense Rescue Shot, One Step Nourishing Mask and trial/travel size).","['pantene products', 'gold series collection', 'intense rescue shot']"
"Save $2.00 on GILLETTE when you buy ONE (1) Gillette Razor (excludes Disposables, Venus Products and trial/travel size).","['gillette razor', 'venus products']"
"Save $3.00 on Herbal Essences when you buy TWO (2) Herbal Essences bio:renew Shampoo, Conditioner OR Styling Products (excludes Masks, 100 mL Shampoo and Conditioners, Color, Body Wash and trial/travel size).","['herbal essences', 'herbal essences bio', 'styling products', 'ml shampoo']"
Save $5.00 on Oral-B Pro 1000 OR 3000 Rechargeable Electric Toothbrush when you buy ONE (1) Oral-B Pro 1000 OR Pro 3000 Rechargeable Electric Toothbrush.,"['rechargeable electric toothbrush', 'rechargeable electric toothbrush']"
"Save $2.00 on Tide PODS when you buy ONE (1) Tide PODS (96 ct OR 73 ct) OR Tide Power PODS (48 ct). Excludes Tide Liquid/Powder Laundry Detergent, Tide Simply, Tide Simply PODS, Tide PODS 9 ct and below, and trial/travel size.","['tide pods', 'tide pods', 'tide power pods', 'tide liquid/powder laundry detergent', 'tide pods']"
"Save $1.00 on Secret when you buy TWO (2) Secret Fresh, Outlast OR Aluminum Free 2.4 oz or larger",[]
Save $1.00 on ORAL CARE when you buy ONE (1) Fixodent Adhesive 1.4 oz OR larger (excludes trial/travel size).,"['oral care', 'fixodent adhesive']"
Save $3.00 on Venus when you buy ONE (1) Venus OR Daisy Disposable 2 ct or larger (excludes Daisy 2 ct).,[]
Save $2.00 on OLAY when you buy ONE (1) Olay Facial Cleanser (excludes trial/travel size).,['olay facial cleanser']
Save $1.00 on Prilosec OTC Products when you buy ONE (1) Prilosec OTC Product.,"['prilosec otc products', 'prilosec otc product']"
Save $4.00 on WATERLESS when you buy TWO (2) Waterless Products (excludes trial/travel size).,['waterless products']
Save $2.00 on Downy ONE Downy Liquid Fabric Conditioner 60 ld OR Downy Odor Protect Fabric Conditioner 32 oz OR Downy Wrinkle Guard Fabric Conditioner 25 oz OR Downy Nature Blends Fabric Conditioner 44 oz OR Downy Wrinkle Releaser Spray 16.9 oz (excludes Downy Libre Enjuague and trial/travel size).,"['downy liquid fabric conditioner', 'downy odor', 'fabric conditioner', 'downy wrinkle guard fabric conditioner', 'downy nature blends fabric conditioner', 'downy wrinkle releaser spray', 'downy libre enjuague']"
"Save $2.00 on 2 Herbal Essences Products when you buy TWO (2) Herbal Essences Shampoo, Conditioner OR Styling Products. Excludes bio:renew, Color, Body Wash and trial/travel size.","['herbal essences products', 'herbal essences shampoo', 'styling products']"
Save $1.00 on Gillette AP/DO Group when you buy TWO (2) Gillette Anti-Perspirant 2.85 oz or larger (excludes Clinical).,"['gillette ap/do group', 'gillette anti-perspirant']"
"Save $0.65 on Oikos Blue Single Serve Cup When You Buy ONE (1) Oikos Blue Single Serve Cup, any size. Excludes Oikos Triple Zero products.","['blue single', 'blue single', 'oikos triple zero products']"
Save $3.00 on Claritin® Syrup when you buy ONE (1) Non-Drowsy Children's Claritin® Syrup (4oz or larger),"['claritin® syrup', ""non-drowsy children 's claritin® syrup""]"
Save $5.00 on Non-Drowsy Claritin® Chews when you buy ONE (1) Non-Drowsy Claritin® Chews (24 ct or larger),"['non-drowsy claritin® chews', 'non-drowsy claritin® chews']"
"Save $5.00 on Non-Drowsy Claritin-D® Products When you buy ONE (1) Non-Drowsy Claritin-D® product, any variety (15 count or larger)","['non-drowsy claritin-d® products', 'non-drowsy claritin-d® product']"
Save $5.00 on Non-Drowsy Claritin® Product When you buy ONE (1) Non-Drowsy Claritin® (24 count or larger),"['non-drowsy claritin® product', 'non-drowsy claritin®']"
Save $8.00 on Children's Claritin Chewables when you buy ONE (1) Non-Drowsy Children's Claritin® Chewables (60ct or larger),"[""children 's claritin chewables"", ""non-drowsy children 's claritin® chewables""]"
Save $5.00 on Children's Claritin® or RediTabs® when you buy ONE (1) Children's Claritin® (8 oz. or 20 count or larger) or RediTabs® for Juniors (30 count or larger),"[""children 's claritin®"", ""children 's claritin®""]"
Save $8.00 on Non-drowsy Claritin® Liqui-Gels® or Tablets when you buy ONE (1) Non-drowsy Claritin® Liqui-Gels® (60 ct) or Tablets (70 ct or larger),"['non-drowsy claritin® liqui-gels®', 'non-drowsy claritin® liqui-gels®']"
"Save $1.00 On MUSCLE MILK Pro Series Protein Shake When you Buy ONE (1) Chocolate or Vanilla, 44 fl.oz. tot. wt. pkg - 4pk  *Redeem up to 4 offers for a total of 4 pkgs. In a single order.","['muscle milk', 'pro series protein', '4pk *redeem']"
Save $1.00 On Hyland's Restful Legs When you Buy ONE (1) Quick-Dissolving Tablets,"[""hyland 's restful legs""]"
"Save $0.55 on OFF!® Products when you buy ONE (1) OFF!® Product, any variety. Excludes Club Packs, Twin Packs, 2 oz. and 2.5oz. OFF!® Products.","['® products', '® product', '® products']"
"Save $1.00 on Gain Laundry Detergent when you buy ONE (1) Gain Flings (16 ct OR 14 ct) OR Gain Liquid Laundry Detergent (50 oz) OR Gain Essential Oils Laundry Detergent (16 oz). Excludes Gain Fabric Enhancers, Gain Fireworks, Gain Flings (9 ct) and trial/travel size.","['gain laundry detergent', 'gain flings', 'gain liquid laundry detergent', 'essential oils laundry detergent', 'gain fabric enhancers', 'gain fireworks', 'gain flings']"
"Save $1.00 On Evolve Protein Shake When you Buy ONE (1) Chocolate, Vanilla or Toasted Almond, 4pk., 44 fl.oz. tot. wt. pkg. *Redeem up to 4 offers for a total of 4 pkgs. In a single order.",['evolve protein']
"Save $1.00 on Oi Organic Cotton Panty Liners or Tampons When you Buy ONE(1) Ultra Thin, 24ct. or Oi Organic Cotton Tampons 16 ct.,Regular, Super or Super Plus *Redeem up to 4 offers for a total of 4 pkgs. In a single order","['oi organic cotton panty liners', 'oi organic cotton tampons']"
Save $1.00 On Clear Eyes When you Buy ONE (1) pkg.,['clear eyes']
"Save $1.00 On Core Power High Protein Shake When you Buy ONE (1) Package contains (4) 8 fl. oz. Bottles, Strawberry, Vanilla or Chocoate, 32 fl. oz. tot.wt.pkg","['core power high protein', 'package contains']"
Save $5.00 On Waterpik When you Buy ONE (1) Ea. When you Buy ONE (1) Ea.,[]
Save $1.00 On Flexitol Heel Balm When you Buy ONE (1) 2 oz. pkg.,['flexitol heel balm']
"Save $1.00 On Nature  Made Vitamins When you Buy ONE (1), Assorted Varieties, 30-400 ct. (Excluding While Supplies Last items)",[]
"Save $1.00 On San Pellegrino Momenti Sparkling Drinks 6-Pack When you Buy TWO (2) 11.15-oz. Cans, Any Variety, 66.9-oz. tot. wt. cans (Plus Deposit or Fee Where Required)","['san pellegrino momenti', 'drinks 6-pack']"
"Save $0.75 on Goya Dried Beans When you buy TWO (2), Any Variety, 16 oz. or larger",[]
"Save $1.00 On Fresh Step Cat Litter When you Buy ONE (1), Any Variety, Non Clumping Litter (Excludes Clumping Litter) *Redeem up to 4 offers for a total of 4 boxes in a single order",['fresh step cat litter']
"Save $.50 On dapple Baby Bottle &amp; Dish Soap When you Buy ONE (1) Sweet Lavender, 16.9 fl.oz.","['$ .50', 'dapple baby bottle', 'dish soap', 'sweet lavender']"
"Save $1.00 on Gain Product when you buy ONE (1) Gain Liquid Fabric Softener (48 ld) OR Gain Fireworks In Wash Scent Boosters (5.7 oz) OR Gain Dryer Sheets (105 ct OR 120 ct). Excludes Gain Flings, Gain Detergent and trial/travel size.","['gain product', 'gain liquid fabric softener', 'gain fireworks', 'scent boosters', 'gain dryer sheets', 'gain flings', 'gain detergent']"
"Save $2.00 On Gatorade Sports Drink or Propel Water When you Buy TEN (10), Any Variety, Gatorade 1-qt. btl., Propel  Water Beverage, 20-24 oz. btl. (Plus Deposit or Fee Where Required)-Mix or Match!","['gatorade sports drink', 'propel water', 'gatorade 1-qt', 'propel water beverage']"
Save $3.00 on Colgate® Optic White Renewal when you buy ONE (1) Colgate® Optic White Renewal Toothpaste (3.0 oz or larger),"['colgate® optic', 'white renewal', 'colgate® optic', 'white renewal toothpaste']"
"Save $0.75 on Lily’s Sweets Chocolate Bar, Chocolate Candy or Baking Chips when you buy ONE (1) Lily’s Sweets Chocolate Bar, Chocolate Candy or Baking Chips, any variety or size","['’ s sweets chocolate', 'chocolate candy', '’ s sweets chocolate', 'chocolate candy']"
"Save $2.23 On Coke 8-Pk. Btls. or 12 Pk. Cans When you Buy THREE (3), Any Variety,  12-oz. Bottles, Seagram's, Sprite, Barq's, Fanta or Coke  96-oz. tot. wt. btls. (Plus Deposit or Fee Where Required)","['coke 8-pk', ""seagram 's"", ""barq 's"", 'coke 96-oz']"
Save $1.00 on Avocados From Mexico When you Buy FOUR (4) Avocados,[]
"Save $1.00 On Hershey's King Size Candy Bar When you Buy FOUR (4), Assorted Varieties, 2.1 to 5-oz. pkg. *Redeem up to 4 offers for a total of 16 bars in a single order-mix or match.","[""hershey 's king candy""]"
"Save $0.50 on Pine-Sol® Products When you buy ONE (1) Pine-Sol® Product, 40 oz. or Larger, any variety","['pine-sol® products', 'pine-sol® product']"
"Save $5.00 on Osteo Bi-Flex® Products. when you buy ONE (1) Osteo Bi-Flex® product, any variety (28ct or larger)","['osteo bi-flex® products', 'osteo bi-flex® product']"
"Save $1.00 on BENADRYL® product when you buy ONE (1) BENADRYL®  20ct, 24ct or 4oz product. Excludes topical, trial &amp; travel sizes","['benadryl® product', 'benadryl® 20ct', '4oz product']"
"Save $0.50 Energizer® Batteries when you buy one (1) pack of Energizer® Batteries, any variety or size","['energizer® batteries', 'energizer® batteries']"
"Save $3.00 On Bic Disposable Razors When you Buy ONE (1) 1 ct. Hybrid with 6 Cartridges, 2 ct. Flex5, 3 ct. Flex4, Simply Soleil Bella, 4 ct. Flex3 (Excluding 1 ct. Hybrid with 12 Cartridges and 1 ct. Flex5 Hybrid with 6 Cartridges)","['disposable razors', 'ct. hybrid', 'ct. flex5', 'ct. flex4', 'soleil bella', 'ct. flex3', 'ct. hybrid', 'ct. flex5 hybrid']"
"Save $.50 On Post Cereal When you Buy ONE (1) Honey-Comb or Golden Crisp, 12.5 to 14.75-oz. box  *Redeem up to 4 offers for a total of 4 boxes in a single order","['$ .50', 'post cereal', 'golden crisp', 'box *redeem']"
"Save $1.00 On Atkins Meal Bars When you Buy TWO (2), Any Variety (Excluding Day Snack Bars), 8.47-10.6 oz. tot. wt. pkg. *Redeem up to 4 offers for a total of 8 boxes in a single order.","['atkins meal', 'day snack', '8.47-10.6 oz']"
"Save $2.00 On Canada Dry Ginger Ale or 7-Up 6-Pack When you Buy FOUR (4) 16.9-oz. Bottles, 101.4-oz. tot. wt. btls. (Plus Dep. or Fee Where Req.)","['canada dry ginger ale', '7-up 6-pack']"
"Save $1.00 On Friendly's Ice Cream or Dairy Desserts When you Buy ONE (1), Any Variety (Excluding Naturally), 48 oz. cont. *Redeem up to 4 offers for a total of 4 conts. in a single order.","[""friendly 's ice cream"", 'dairy desserts']"
Save $2.00 On One-A-Day Vitamins When you Buy ONE (1) 50-200 ct. btl.,"['one-a-day vitamins', 'ct. btl']"
"Save $1.00 On Hartz Ultra Guard Flea &amp; Tick When you Buy ONE(1) drops for dogs, 4 lbs. - over 60 lbs., monthly drop treatment.  3 applications per package.   .12oz - .60oz. tot wght pkg.","['hartz ultra guard flea', 'monthly drop treatment', 'tot wght pkg']"
Save $1.50 On Bubbies Mochi Ice Cream Mochi When you Buy ONE (1) 6 Count Box,['bubbies mochi ice cream mochi']
Save $1.50 on Bubbies Ice Cream Cookie Dough Ice Cream Bites When you Buy ONE (1) 6 Count Box,['bubbies ice cream cookie dough ice cream bites']
"Save $3.00 on Huggies® Special Delivery™ Diapers When you buy ONE (1) Package of Huggies® Special Delivery™ Diapers, any variety (17ct. or higher)","['special delivery™ diapers', 'special delivery™ diapers']"
"Save $1.00 on Raised &amp; Rooted When you buy ONE (1) Raised &amp; Rooted Nugget, any variety or size",[]
"Save $2.00 on PULL-UPS® Training Pants When you buy ONE (1) Bag of PULL-UPS® Training Pants, any variety (27 ct. or lower). Not valid on trial packs.","['pull-ups® training pants', 'pull-ups® training pants']"
"Save $1.00 on Huggies® Special Delivery™ Wipes When you buy ONE (1) Package of Huggies® Special Delivery™ Wipes, any variety (56 ct. or higher)","['special delivery™ wipes', 'special delivery™ wipes']"
"Save $3.00 on PULL-UPS® Training Pants When you buy ONE (1) Box of PULL-UPS® Training Pants, any variety (40 ct. or higher)","['pull-ups® training pants', 'pull-ups® training pants']"
"Save $0.40 on Lipton® Tea Products When you buy on ONE (1) Lipton® TeaBags,K-Cup®, Liquid or Powdered Iced Tea Mix product, any variety or size","['lipton® tea products', 'lipton® teabags', 'tea mix product']"
Save $2.00 on 2 Mariani Dried Fruit when you buy any TWO (2) Mariani Dried Fruit Items any variety 3.5 oz and larger,['fruit items']
"Save $3.00 on BIC® Razors when you buy ONE (1) BIC® Soleil®, BIC® Flex™ or BIC® Comfort 3® Hybrid Disposable Razor Pack (excludes trial &amp; travel sizes)","['bic® razors', 'bic® soleil®', 'bic® flex™', 'bic® comfort 3® hybrid', 'disposable razor pack']"
Save $2.00 On Bayer Aspirin When you Buy ONE (1) 200-300 ct. btl.,"['bayer aspirin', 'ct. btl']"
Save $0.50 on Dole® Products when you buy ONE (1) Dole® Acai Bowl or Spoonable Smoothie,"['dole® products', 'dole® acai bowl', 'spoonable smoothie']"
"Save $1.00 on 2 Reese's bars When you buy TWO (2) Reese's Standard or King Size bars, any variety","[""reese 's"", ""reese 's""]"
SAVE $5.00 when you make a purchase of $25 or more (pre-tax) at a Dollar General Location 5/30/20 ONLY,['dollar general location 5/30/20']
"SAVE $2.00 when you PURCHASE $10 of M&amp;M’S® Chocolate Candies, all varieties, .72-10.7oz","['purchase $', 'm ’ s® chocolate candies']"
SAVE $1.00 on ONE Gain Flings 14 ct OR Gain Liquid Laundry Detergent 40 oz OR Gain Powder 34 oz (excludes travel/trial size),"['gain flings', 'gain liquid laundry detergent', 'gain powder']"
SAVE $1.00 ONE Charmin Toilet Paper Product 4 ct or larger (excludes single rolls).,['charmin toilet paper product']
SAVE $1.00 on ANY THREE (3) participating Coca-Cola® single serve products,['coca-cola® single']
SAVE $1.00 ONE Bounty Paper Towel Product 4 ct or larger (includes Double Plus Roll).,['bounty paper towel product']
SAVE $1.00 on ONE Gain Liquid Fabric Enhancer OR Gain Fireworks OR Gain Sheets (excludes travel/trial size),"['gain liquid fabric enhancer', 'gain fireworks', 'gain sheets']"
"BUY 4 GET 1 FREE Buy FOUR (4) Gatorade® 32oz, Get ONE (1) Gatorade® 32oz FREE (Max Value $1.00)","['gatorade® 32oz', 'gatorade® 32oz', 'max value $']"
"SAVE $1.00 on ONE Downy Liquid Fabric Enhancer 48-60 ld, OR Bounce/Downy 90-10 5ct OR In-Wash Scent Boosters 5.7-6.50 oz (includes Downy Unstopables, Fresh Protect OR Infusions), OR Downy WrinkleGuard 25 oz (excludes travel/trial size)","['downy liquid fabric enhancer', 'in-wash scent boosters 5.7-6.50 oz', 'downy unstopables', 'downy wrinkleguard']"
SAVE $1.00 when you buy any TWO (2) NABISCO Cookies or Crackers (6-20.5 oz.),"['nabisco cookies', '6-20.5 oz']"
SAVE $1.00 TWO Mr Clean Products (excludes trial/travel size).,['clean products']
$0.50 OFF ONE (1) Aquafina® 20oz bottle,['aquafina® 20oz bottle']
SAVE $2.00 ONE Tide Liquid Detergent 69-75 oz OR Tide PODS 23-31 ct OR Dreft 40 oz (excludes travel/trial size),"['tide liquid detergent', 'tide pods']"
SAVE $0.50 on any ONE (1) Cottonelle® Flushable Cleansing Cloth (42 ct or higher),[]
$0.50 OFF any ONE (1) 52 oz. TROPICANA PURE PREMIUM® bottle,['pure premium® bottle']
"SAVE $1.00 ONE Dawn Ultra Dishwashing Liquid 34 oz or larger OR Dawn Platinum Powerwash Spray OR Dawn Platinum Foam 10.1 oz - 16 oz (excludes Special Value, Simply Clean and trial/travel size).","['dawn ultra', 'dawn platinum powerwash spray', 'dawn platinum foam', 'special value']"
SAVE $3.00 ONE Gillette Disposable 2 ct or larger (excludes Sensor 2 ct and Venus Products).,['venus products']
"SAVE $1.00 ONE Crest Toothpaste 3 oz or more (excludes 4.6 oz Crest Cavity, Regular, Base Baking Soda, Tartar Control/Protection, F&amp;W Pep Gleem, Gum Detoxify and Gum Enamel variants, Whitening Therapy variants, Kids and trial/travel size).","['crest toothpaste', 'oz crest cavity', 'tartar control/protection', 'w pep gleem', 'gum detoxify', 'gum enamel variants', 'therapy variants']"
SAVE $3.00 ONE Venus OR Daisy Disposable 2 ct or larger (excludes Daisy 2 ct).,[]
"BUY (1), GET (1) FREE Buy ONE (1) SHEBA® PERFECT PORTIONS™ Premium Cat Food (up to $0.89) and get ONE (1) FREE",['perfect portions™ premium cat food']
SAVE $0.50 on ANY ONE (1) bottle of Pine-Sol® 40oz+,['pine-sol® 40oz+']
BUY TWO GET ONE FREE Buy any TWO (2) Twizzlers (9oz. - 10oz.) Get ONE FREE (Max Savings $1.50),['max savings $']
SAVE $3.00 on ONE (1) PEAK® Long Life 50/50 Antifreeze/Coolant 1 Gallon,['long life']
"SAVE $3.00 TWO Head &amp; Shoulders Products (excludes Royal Oils, Men's Styling &amp; trial/travel size).","['shoulders products', 'royal oils', ""men 's styling""]"
SAVE $1.00 When you buy any TWO (2) Nestlé® Frozen Novelties 4ct or larger,['nestlé® frozen novelties 4ct']
"SAVE $1.00 ONE Pantene Product including Gold Series Collection (excludes trial/travel Size, Single Count Intense Rescue Shot, and One Step Nourishing Mask).","['pantene product', 'gold series collection', 'intense rescue shot']"
SAVE $1.00 off ONE (1) all® liquid laundry detergent free clear (58 loads/88oz.),['all® liquid laundry detergent']
SAVE $1.00 When you buy any TWO (2) Outshine® fruit bars 4ct or larger,['outshine® fruit']
SAVE $0.50 on any ONE (1) pack of Energizer® Batteries,['energizer® batteries']
"SAVE $0.50 ONE Cascade Dishwasher Detergent, Rinse Aid OR Dishwasher Cleaner (excludes ActionPacs 30 ct or larger and trial/travel size).","['cascade dishwasher detergent', 'rinse aid']"
"SAVE $3.00 TWO Herbal Essences bio:renew Shampoo, Conditioner OR Styling Products (excludes Masks, 100 mL Shampoo and Conditioners, Color, Body Wash and trial/travel size).","['herbal essences bio', 'styling products', 'ml shampoo']"
$2.00 OFF any ONE (1) Air Wick® Essential Mist™ Starter Kit,"['air wick®', 'essential mist™ starter kit']"
"SAVE $1.00 on ONE (1) 35 lb bag of Dog Chow® Dry Dog Food, any variety","['lb bag', 'dog chow® dry dog food']"
SAVE $1.00 ONE Cascade ActionPacs Dishwasher Detergent 30 ct or larger (excludes trial/travel size).,['cascade actionpacs dishwasher detergent']
"SAVE $1.00 on any TWO (2) bags of HERSHEY'S Kisses, Miniatures, or Nuggets (7.7 oz - 8.4 oz)","[""hershey 's kisses""]"
SAVE 75¢ when you buy one (1) Lipton® 12pk of 16.9oz bottles OR one (1) 128oz Jug,"['lipton® 12pk', '16.9oz bottles', '128oz jug']"
SAVE $0.50 off ONE (1) jar of Pace® Salsa or Picante Sauce,"['pace® salsa', 'picante sauce']"
"SAVE $2.00 TWO Herbal Essences Shampoo, Conditioner OR Styling Products (excludes bio:renew, Color, Body Wash and trial/travel size).","['herbal essences shampoo', 'styling products']"
"SAVE $1.50 on any ONE (1) Glade® 3-Wick Candles, Twin Pack 3.4oz Candles, PIugIn® Scented Oil Refill Pack, or Large Automatic Refills Only (Excludes 1 Count 3.4oz Candles and PlugIns® Scented Oil Warmer Only packs)","['glade® 3-wick candles', 'twin pack 3.4oz candles', 'oil refill pack', 'large automatic refills', '3.4oz candles', 'oil warmer']"
SAVE $1.00 ONE Fixodent Adhesive 1.4 oz OR larger (excludes trial/travel size).,['fixodent adhesive']
"SAVE $2.00 TWO Aussie Shampoo, Conditioner, OR Styling Products (excludes Masks, trial/travel size).","['aussie shampoo', 'styling products']"
$1.00 OFF ONE (1) Dial® Body Wash 20/21oz or Tone® Body Wash 16oz (excludes trial/travel sizes),"['dial® body', 'tone® body', '/ s']"
SAVE $1.00 off ONE (1) Snuggle® Island Exhilarations Liquid Fabric Softener  (112 loads/96oz.),['snuggle® island exhilarations liquid fabric softener']
SAVE 55¢ on any ONE (1) Raid® product&nbsp;(excludes Raid® Club Packs and Twin Packs),"['raid® product', 'raid® club']"
"$1.00 OFF ANY ONE (1) Garnier Fructis, Whole Blends or SkinActive product","['garnier fructis', 'whole blends', 'skinactive product']"
"SAVE $3.00 ONE Crest Gum Detoxify, Gum &amp; Enamel Repair, OR Gum &amp; Sensitivity 3.0 oz or larger (excludes all other variants, kids, and trial/travel size).","['crest gum detoxify', 'enamel repair']"
$1.00 OFF any ONE (1) Air Wick® Essential Mist™ Refill,"['air wick®', 'essential mist™ refill']"
SAVE $1.00 ONE Crest Mouthwash 473 mL (16 oz) or larger (excludes trial/travel size).,['crest mouthwash']
SAVE $2.00 on any ONE (1) Aleve® or Aleve®PM product 40ct. or larger (excludes Aleve-D®),['aleve®pm product 40ct']
SAVE $1.00 on any ONE (1) 12 ct. assorted flavors CESAR® Wet Dog Food,['flavors cesar® wet dog food']
"GET $2.00 off any ONE (1) Bag of PULL-UPS® Training Pants (27 ct. or lower, not valid on trial packs)",['pull-ups® training pants']
